,valid_from,tags_before,comments,changeset_id
12080,2023-10-19 23:03:43+00:00,"{'source': 'Bing', 'highway': 'primary', 'surface': 'asphalt', 'lanes': '2', 'junction': 'roundabout'}",adding information,142840376
11450,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
7450,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'name': 'Tabil Həsənov Küçəsi', 'tracktype': 'grade1'}",adding information,142840376
8193,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'name': 'Tabil Həsənov Küçəsi'}",adding information,142840376
12127,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
15633,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
12092,2023-10-19 23:03:43+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840376
14863,2023-10-19 23:03:43+00:00,{'landuse': 'residential'},adding information,142840376
7518,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
14865,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
10807,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
14867,2023-10-19 23:03:43+00:00,"{'source': 'Bing;mvgroup', 'highway': 'tertiary', 'name': 'Մարտունի Փ․', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Martuni street', 'name:ru': 'улица Мартуни', 'name:hy': 'Մարտունու փողոց'}",adding information,142840376
9442,2023-10-19 23:03:43+00:00,{'landuse': 'residential'},adding information,142840376
9430,2023-10-19 23:03:43+00:00,{'barrier': 'wall'},adding information,142840376
8181,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
14872,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
8789,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'tracktype': 'grade1'}",adding information,142840376
12723,2023-10-19 23:03:43+00:00,{'landuse': 'residential'},adding information,142840376
8785,2023-10-19 23:03:43+00:00,{'highway': 'steps'},adding information,142840376
12799,2023-10-19 23:03:43+00:00,{'highway': 'pedestrian'},adding information,142840376
5585,2023-10-19 23:03:43+00:00,{'landuse': 'residential'},adding information,142840376
6017,2023-10-19 23:03:43+00:00,"{'name': 'Xankəndi Məzarlığı', 'landuse': 'cemetery', 'name:ru': 'Кладбище', 'religion': 'christian', 'name:tr': 'Hankendi Mezarlığı'}",adding information,142840376
11526,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
8822,2023-10-19 23:03:43+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing', 'crossing:markings': 'yes'}",adding information,142840376
3315,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '87/3', 'addr:street': 'Կրուգովայա փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
12323,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
3313,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '8', 'addr:street': 'Տոլստոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
3314,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '60', 'addr:street': 'Աշոտ Հովհաննիսյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
12097,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
8853,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
14205,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
10102,2023-10-19 23:03:43+00:00,{'natural': 'wood'},adding information,142840376
11431,2023-10-19 23:03:43+00:00,{'barrier': 'wall'},adding information,142840376
14131,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'tracktype': 'grade1'}",adding information,142840376
14133,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'surface': 'unpaved'}",adding information,142840376
15621,2023-10-19 23:03:43+00:00,{'natural': 'wood'},adding information,142840376
11670,2023-10-19 23:03:43+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Şah İsmayil Xətaİ küçəsi', 'surface': 'asphalt', 'name:en': 'Khachatur Abovyan Street', 'name:ru': 'улица Хачатура Абовяна', 'name:hy': 'Խաչատուր Աբովյանի փողոց', 'name:az': 'Xaçatur Abovyan küçesi'}",adding information,142840376
12978,2023-10-19 23:03:43+00:00,{'amenity': 'university'},adding information,142840376
14884,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
14972,2023-10-19 23:03:43+00:00,"{'source': 'Bing', 'highway': 'tertiary', 'name': 'Սպանդարյան Փ․', 'surface': 'asphalt', 'name:en': 'Spandaryan street', 'name:ru': 'улица Спандаряна', 'name:hy': 'Սպանդարյան փողոց'}",adding information,142840376
11424,2023-10-19 23:03:43+00:00,{'barrier': 'wall'},adding information,142840376
10841,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
5204,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'tracktype': 'grade1'}",adding information,142840376
1118,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '22/2', 'addr:street': 'Մարշալ Խուդյակովի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
14153,2023-10-19 23:03:43+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840376
14112,2023-10-19 23:03:43+00:00,{'landuse': 'residential'},adding information,142840376
309,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '22', 'addr:street': 'Մարշալ Խուդյակովի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
14130,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'name': 'Tabil Həsənov Küçəsi'}",adding information,142840376
10198,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
12682,2023-10-19 23:03:43+00:00,"{'highway': 'residential', 'surface': 'asphalt'}",adding information,142840376
8063,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'surface': 'asphalt'}",adding information,142840376
9544,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
15003,2023-10-19 23:03:43+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Şah İsmayil Xətaİ küçəsi', 'surface': 'asphalt', 'name:en': 'Khachatur Abovyan Street', 'name:ru': 'улица Хачатура Абовяна', 'name:hy': 'Խաչատուր Աբովյանի փողոց'}",adding information,142840376
15550,2023-10-19 23:03:43+00:00,{'highway': 'steps'},adding information,142840376
12051,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'surface': 'unpaved'}",adding information,142840376
3228,2023-10-19 23:03:43+00:00,"{'highway': 'crossing', 'crossing': 'unmarked'}",adding information,142840376
7524,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
7519,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
8766,2023-10-19 23:03:43+00:00,{'barrier': 'fence'},adding information,142840376
10095,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'name': 'Pənahəli Xan küçəsi'}",adding information,142840376
6816,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
11664,2023-10-19 23:03:43+00:00,"{'highway': 'steps', 'incline': 'down'}",adding information,142840376
12031,2023-10-19 23:03:43+00:00,"{'building': 'house', 'addr:housenumber': '7', 'addr:street': 'Ռուբենի փողոց', 'addr:city': 'Ստեփանակերտ', 'building:levels': '2'}",adding information,142840376
8065,2023-10-19 23:03:43+00:00,"{'highway': 'steps', 'incline': 'down'}",adding information,142840376
2158,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '9a', 'addr:street': 'Գուսան Աշոտի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
2160,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '7a', 'addr:street': 'Գուսան Աշոտի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
3993,2023-10-19 23:03:43+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840376
643,2023-10-19 23:03:43+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840376
9477,2023-10-19 23:03:43+00:00,{'landuse': 'grass'},adding information,142840376
14076,2023-10-19 23:03:43+00:00,"{'highway': 'service', 'surface': 'asphalt'}",adding information,142840376
8636,2023-10-19 23:03:43+00:00,"{'highway': 'residential', 'name': 'Tabil Həsənov Küçəsi', 'surface': 'unpaved', 'name:en': 'Vachagan Barepasht street', 'name:ru': 'улица Вачагана Барепашта', 'name:hy': 'Վաչագան Բարեպաշտի փողոց'}",adding information,142840376
14964,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
6812,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
10116,2023-10-19 23:03:43+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840376
10194,2023-10-19 23:03:43+00:00,{'highway': 'footway'},adding information,142840376
6755,2023-10-19 23:03:43+00:00,"{'highway': 'steps', 'incline': 'up'}",adding information,142840376
12116,2023-10-19 23:03:43+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Թևոսյան փող', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Tevosyan street', 'name:ru': 'улица Тевосяна', 'name:hy': 'Թևոսյան փող'}",adding information,142840376
3564,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '7', 'addr:street': 'Գուսան Աշոտի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
3563,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '9', 'addr:street': 'Գուսան Աշոտի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
15385,2023-10-19 23:03:43+00:00,"{'highway': 'track', 'tracktype': 'grade1'}",adding information,142840376
9417,2023-10-19 23:03:43+00:00,{'barrier': 'wall'},adding information,142840376
8631,2023-10-19 23:03:43+00:00,"{'highway': 'residential', 'name': 'Məhəmməd Ağa Küçəsi', 'name:en': 'Bekzadyan lane', 'name:ru': 'переулок Бекзадяна', 'name:hy': 'Բեկզադյան նրբանցք'}",adding information,142840376
310,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '22/3', 'addr:street': 'Մարշալ Խուդյակովի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
324,2023-10-19 23:03:43+00:00,"{'addr:housenumber': '7а/1', 'addr:street': 'Ռուբենի փակուղի', 'addr:city': 'Ստեփանակերտ'}",adding information,142840376
6694,2023-10-19 23:03:43+00:00,{'barrier': 'fence'},adding information,142840376
15651,2023-10-19 23:03:43+00:00,{'highway': 'service'},adding information,142840376
3480,2023-10-19 23:03:43+00:00,{'highway': 'crossing'},adding information,142840376
6710,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '9', 'addr:street': 'Մարտունու փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
229,2023-10-19 23:11:59+00:00,"{'highway': 'bus_stop', 'name': 'Մկրտչյան փողոց (""Արևիկ"" բժշկական կենտրոն)', 'name:en': 'Arthur Mkrtchyan street (Arevik Medical Center)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'ул. Артура Мкртчяна (Медцентр ""Аревик"")', 'name:hy': 'Մկրտչյան փողոց (""Արևիկ"" բժշկական կենտրոն)'}",adding information,142840512
246,2023-10-19 23:11:59+00:00,"{'access': 'yes', 'entrance': 'staircase'}",adding information,142840512
3610,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/43', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
15820,2023-10-19 23:11:59+00:00,"{'source': 'Bing', 'highway': 'primary', 'name': 'Նաբերեժնայա փողոց', 'surface': 'asphalt', 'oneway': 'yes', 'maxspeed': '60', 'lanes': '2', 'name:en': 'Naberezhnaya street', 'name:ru': 'Набережная улица', 'name:tr': 'Naberejnaya Caddesi', 'name:hy': 'Նաբերեժնայա փողոց'}",adding information,142840512
93,2023-10-19 23:11:59+00:00,{},adding information,142840512
184,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840512
6767,2023-10-19 23:11:59+00:00,{'building': 'garages'},adding information,142840512
6572,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '2', 'addr:street': 'Արթուր Մկրտչյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
6573,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '5', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ', 'building:levels': '4'}",adding information,142840512
335,2023-10-19 23:11:59+00:00,"{'shop': 'car_repair', 'service:vehicle:tyres': 'yes'}",adding information,142840512
343,2023-10-19 23:11:59+00:00,{},adding information,142840512
375,2023-10-19 23:11:59+00:00,{},adding information,142840512
12818,2023-10-19 23:11:59+00:00,{'highway': 'footway'},adding information,142840512
12819,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
8111,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
2875,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'traffic_signals'}",adding information,142840512
6765,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '39', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
6766,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
12909,2023-10-19 23:11:59+00:00,"{'source': 'Bing', 'highway': 'primary', 'oneway': 'yes', 'name:en': 'Naberezhnaya street', 'name:tr': 'Naberejnaya Caddesi'}",adding information,142840512
12950,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
12951,2023-10-19 23:11:59+00:00,"{'highway': 'living_street', 'surface': 'asphalt'}",adding information,142840512
2769,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '12a', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2775,2023-10-19 23:11:59+00:00,{'shop': 'florist'},adding information,142840512
2836,2023-10-19 23:11:59+00:00,{},adding information,142840512
12852,2023-10-19 23:11:59+00:00,{'landuse': 'grass'},adding information,142840512
8144,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
8151,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '19', 'addr:street': 'Մարտունու փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
3890,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/39', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
3891,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/37', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2913,2023-10-19 23:11:59+00:00,"{'highway': 'give_way', 'direction': 'backward'}",adding information,142840512
2923,2023-10-19 23:11:59+00:00,"{'highway': 'stop', 'direction': 'backward'}",adding information,142840512
2687,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '4', 'addr:street': 'Թևոսյան փող', 'name': 'Միս', 'addr:city': 'Ստեփանակերտ', 'amenity': 'fast_food', 'cuisine': 'kebab', 'name:hy': 'Միս'}",adding information,142840512
4024,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840512
397,2023-10-19 23:11:59+00:00,"{'name': 'Մինի-շուկա', 'name:en': 'Mini Market', 'shop': 'convenience', 'name:ru': 'Минимаркет', 'name:hy': 'Մինի-շուկա'}",adding information,142840512
10811,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '14', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
10812,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
418,2023-10-19 23:11:59+00:00,{'entrance': 'yes'},adding information,142840512
15577,2023-10-19 23:11:59+00:00,"{'highway': 'footway', 'surface': 'asphalt', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840512
440,2023-10-19 23:11:59+00:00,{},adding information,142840512
9556,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
455,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '19', 'addr:street': 'Վ. Մամիկոնյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2679,2023-10-19 23:11:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142840512
8177,2023-10-19 23:11:59+00:00,{'landuse': 'grass'},adding information,142840512
10766,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
6302,2023-10-19 23:11:59+00:00,"{'name': 'Իվանյան թաղամաս', 'landuse': 'residential', 'place': 'neighbourhood', 'name:en': 'Ivanyan district', 'name:ru': 'Иванян микрорайон', 'name:hy': 'Իվանյան թաղամաս'}",adding information,142840512
468,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/53', 'addr:street': 'Արթուր Մկրտչյան փողոց', 'name:en': 'Fan fan tulpan', 'shop': 'florist', 'opening_hours': 'Mo-Su 09:00-09:00', 'phone': '+37497710773', 'name:ru': 'Fan fan tulpan', 'email': 'geghamggxl@gmail.com', 'internet_access': 'wlan'}",adding information,142840512
12747,2023-10-19 23:11:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing'}",adding information,142840512
12794,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
12766,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
2628,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'traffic_signals'}",adding information,142840512
2587,2023-10-19 23:11:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142840512
13274,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
7491,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '17', 'addr:street': 'Մարտունու փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
15535,2023-10-19 23:11:59+00:00,{'barrier': 'wall'},adding information,142840512
15536,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '11', 'addr:street': 'Մարտունու փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
9535,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
13308,2023-10-19 23:11:59+00:00,"{'source': 'Bing', 'highway': 'residential', 'name': 'Իոսիֆյան փողոց', 'surface': 'asphalt', 'maxspeed': '40', 'name:en': 'Iosifyan street', 'name:ru': 'улица Иосифьяна', 'name:hy': 'Իոսիֆյան փողոց'}",adding information,142840512
4083,2023-10-19 23:11:59+00:00,"{'access': 'yes', 'entrance': 'staircase'}",adding information,142840512
4084,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '3', 'addr:street': 'Թևոսյան փող', 'addr:city': 'Ստեփանակերտ', 'shop': 'bakery', 'payment:cash': 'yes'}",adding information,142840512
13412,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '3', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
13413,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '5', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
11961,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
11976,2023-10-19 23:11:59+00:00,"{'source': 'GPS, survey, Bing', 'highway': 'residential', 'name': 'Özbəkistan küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Uzbekistan street', 'name:ru': 'улица Узбекистан', 'name:hy': 'Բ. Ուլուբաբյան փողոց'}",adding information,142840512
10363,2023-10-19 23:11:59+00:00,"{'highway': 'tertiary', 'name': 'Ալեքսեյ Հեքիմյան փողոց', 'surface': 'asphalt', 'ref': 'rd1', 'maxspeed': '40', 'lanes': '4', 'name:en': 'Aleksey Hekimyan street', 'name:ru': 'улица Алексея Экимяна', 'lanes:forward': '2', 'name:hy': 'Ալեքսեյ Հեքիմյան փողոց'}",adding information,142840512
10381,2023-10-19 23:11:59+00:00,"{'highway': 'primary', 'name': 'Նաբերեժնայա փողոց', 'surface': 'asphalt', 'maxspeed': '50', 'lanes': '2', 'name:en': 'Naberezhnaya street', 'name:ru': 'Набережная улица', 'name:hy': 'Նաբերեժնայա փողոց'}",adding information,142840512
2961,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/15', 'addr:street': 'Արթուր Մկրտչյան փողոց', 'addr:city': 'Ստեփանակերտ', 'name:en': 'Auto parts', 'shop': 'car_parts', 'opening_hours': 'Mo-Su 10:00-19:00', 'phone': '+374 97 57 57 75'}",adding information,142840512
2977,2023-10-19 23:11:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142840512
13384,2023-10-19 23:11:59+00:00,"{'highway': 'residential', 'name': 'Ənvər Paşa Küçəsi', 'name:en': 'Gyurjyan street', 'name:ru': 'улица Гюррджяна', 'name:hy': 'Գյուրջյան փողոց'}",adding information,142840512
13387,2023-10-19 23:11:59+00:00,"{'building': 'residential', 'addr:housenumber': '7', 'addr:street': 'Վ. Մամիկոնյան փողոց', 'addr:city': 'Ստեփանակերտ', 'building:levels': '4'}",adding information,142840512
13428,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '4', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2450,2023-10-19 23:11:59+00:00,{'shop': 'convenience'},adding information,142840512
11519,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
4169,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/44', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2412,2023-10-19 23:11:59+00:00,"{'amenity': 'shelter', 'shelter_type': 'gazebo'}",adding information,142840512
15508,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '8', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ', 'building:levels': '2'}",adding information,142840512
15510,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
11484,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
12756,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
12764,2023-10-19 23:11:59+00:00,"{'highway': 'steps', 'tunnel': 'building_passage'}",adding information,142840512
3843,2023-10-19 23:11:59+00:00,{'entrance': 'yes'},adding information,142840512
7473,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
7482,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '16', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
7483,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '10', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
10169,2023-10-19 23:11:59+00:00,"{'source': 'GPS, survey, Bing', 'highway': 'tertiary', 'name': 'Şirin Mirzəyev küçəsi', 'surface': 'asphalt', 'maxspeed': '40', 'lanes': '2', 'name:en': 'Martuni Street', 'name:ru': 'улица Мартуни', 'name:hy': 'Մարտունու փողոց'}",adding information,142840512
11465,2023-10-19 23:11:59+00:00,"{'highway': 'footway', 'crossing': 'marked', 'footway': 'crossing', 'crossing:markings': 'yes'}",adding information,142840512
2391,2023-10-19 23:11:59+00:00,"{'name:en': 'Surik', 'shop': 'hairdresser', 'opening_hours': 'Mo-Su 10:00-20:00'}",adding information,142840512
2402,2023-10-19 23:11:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142840512
2403,2023-10-19 23:11:59+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",adding information,142840512
13446,2023-10-19 23:11:59+00:00,{'highway': 'footway'},adding information,142840512
8354,2023-10-19 23:11:59+00:00,"{'highway': 'primary', 'name': 'Mikayıl Gözəlov küçəsi', 'surface': 'asphalt', 'oneway': 'yes', 'lanes': '2', 'name:en': 'Marshal Baghramyan avenue', 'name:ru': 'проспект Маршала Баграмяна', 'name:hy': 'Մարշալ Բաղրամյան պողոտա'}",adding information,142840512
8358,2023-10-19 23:11:59+00:00,{'highway': 'residential'},adding information,142840512
11493,2023-10-19 23:11:59+00:00,{'highway': 'footway'},adding information,142840512
4304,2023-10-19 23:11:59+00:00,"{'addr:street': 'Վ. Մամիկոնյան փող', 'name:en': 'Vito', 'shop': 'hairdresser', 'name:ru': 'Вито', 'name:hy': 'Վիտո'}",adding information,142840512
3105,2023-10-19 23:11:59+00:00,"{'name': 'Պարկ Հոթել Արցախ', 'operator': 'ЗАО ""Туристический центр""', 'name:en': 'Park Hotel Artsakh', 'website': 'http://www.parkhotelartsakh.com', 'tourism': 'hotel', 'phone': '+374 47 97 19 71', 'name:ru': '""Парк Отель Арцах""', 'email': 'info@parkhotelartsakh.com', 'stars': '3', 'name:hy': 'Պարկ Հոթել Արցախ'}",adding information,142840512
12715,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
12718,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
8086,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '1', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
8087,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
8092,2023-10-19 23:11:59+00:00,{'building': 'house'},adding information,142840512
10134,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '18', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
13505,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
11453,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'shop': 'convenience'}",adding information,142840512
7446,2023-10-19 23:11:59+00:00,{'building': 'yes'},adding information,142840512
7447,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '2', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
4311,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840512
4316,2023-10-19 23:11:59+00:00,"{'highway': 'crossing', 'crossing': 'marked'}",adding information,142840512
12030,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
8066,2023-10-19 23:11:59+00:00,"{'building': 'yes', 'addr:housenumber': '4', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ', 'building:levels': '1'}",adding information,142840512
10130,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '22', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
10133,2023-10-19 23:11:59+00:00,"{'building': 'house', 'addr:housenumber': '20', 'addr:street': 'Անդրանիկի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
2183,2023-10-19 23:11:59+00:00,"{'amenity': 'pharmacy', 'healthcare': 'pharmacy'}",adding information,142840512
13549,2023-10-19 23:11:59+00:00,"{'highway': 'residential', 'surface': 'asphalt'}",adding information,142840512
13608,2023-10-19 23:11:59+00:00,{'highway': 'service'},adding information,142840512
2201,2023-10-19 23:11:59+00:00,"{'addr:housenumber': '1/36', 'addr:street': 'Վազգեն Սարգսյանի փողոց', 'addr:city': 'Ստեփանակերտ'}",adding information,142840512
